Trajectories
100
,,ADL016:RSHO1,,,ADL016:RSHO2,,,ADL016:RSHO3,,,ADL016:RSHO4,,,ADL016:RUAR1,,,ADL016:RUAR2,,,ADL016:RUAR3,,,ADL016:RUAR4,,,ADL016:RLAR1,,,ADL016:RLAR2,,,ADL016:RLAR3,,,ADL016:RLAR4,,,ADL016:RHAN1,,,ADL016:RHAN2,,,ADL016:RHAN3,,,ADL016:RHAN4,,,ADL016:RFTP,,,ADL016:LSHO1,,,ADL016:LSHO2,,,ADL016:LSHO3,,,ADL016:LSHO4,,,ADL016:LUAR1,,,ADL016:LUAR2,,,ADL016:LUAR3,,,ADL016:LUAR4,,,ADL016:LLAR1,,,ADL016:LLAR2,,,ADL016:LLAR3,,,ADL016:LLAR4,,,ADL016:LHAN1,,,ADL016:LHAN2,,,ADL016:LHAN3,,,ADL016:LHAN4,,,ADL016:LFTP,,,ADL016:STRN,,,ADL016:RGTH,,,ADL016:RLEP,,,ADL016:RMEP,,,ADL016:RSPR,,,ADL016:RSPU,,,ADL016:RFB,,,ADL016:RTHUM,,,ADL016:LGTH,,,ADL016:LLEP,,,ADL016:LMEP,,,ADL016:LSPR,,,ADL016:LSPU,,,ADL016:LFB,,,ADL016:LTHUM,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,71.364616,-40.872429,347.686890,91.371971,-97.813332,349.712646,145.297195,-76.649139,323.029114,121.336273,-18.784998,334.633942,205.822311,-26.358532,204.944336,204.721436,-87.975662,179.846252,228.795624,-71.913864,101.753479,229.652084,-15.258470,132.116852,221.350830,51.355080,55.470989,272.918579,49.937870,21.840300,248.376419,147.055405,16.102421,203.888809,115.305595,53.780643,183.750381,232.087555,52.094009,231.407150,229.153000,36.616398,231.027817,256.741394,29.575020,203.393311,251.908127,67.470978,166.148544,348.120148,18.915461,-130.064789,-54.951778,349.063141,-142.487732,-110.410500,354.309784,-201.962845,-105.836006,327.936951,-185.407623,-40.361027,326.018646,-246.331604,-35.498581,174.270126,-257.564941,-98.306610,181.094147,-266.740906,-93.329041,101.434952,-269.374786,-30.718348,93.027443,-264.482269,27.892286,47.206444,-304.163849,45.377644,8.263371,-286.182312,128.124847,20.992289,-235.463287,106.980202,49.918255,-208.046524,214.092880,45.776615,-255.396820,215.652069,46.413345,-261.729797,245.999329,34.487358,-236.014862,241.451065,68.627739,-201.011307,332.547089,18.144079,-35.936340,3.740107,299.530029,,,,,,,,,,,,,,,,175.630585,279.242432,43.434402,132.327347,281.881561,19.433678,,,,,,,,,,,,,,,,-213.303223,263.169098,45.407669,-173.103378,260.808899,27.456963
2,0,71.381310,-40.873322,347.707916,91.438522,-97.818672,349.782990,145.318817,-76.637863,323.052429,121.328323,-18.768135,334.615479,205.852997,-26.248991,204.893982,204.649994,-87.135010,179.052444,228.839218,-71.907837,101.783714,229.667679,-15.259391,132.136551,221.369080,51.355862,55.480190,272.891602,49.981316,21.806721,248.408936,147.014221,16.179825,203.884613,115.303932,53.788811,183.675751,232.132355,52.191544,231.435364,229.149963,36.639908,231.031662,256.725616,29.599123,203.365692,251.935486,67.506393,166.130707,348.126251,18.869242,-130.084229,-54.955086,349.057587,-142.517609,-110.425461,354.344086,-201.936996,-105.838974,327.962250,-185.416733,-40.374043,326.029755,-246.359222,-35.522587,174.309296,-257.573181,-98.293869,181.110931,-266.744446,-93.321953,101.459381,-269.391937,-30.733213,93.061783,-264.466797,27.806919,47.171532,-304.174744,45.379578,8.280588,-286.165466,128.112473,21.002285,-235.464890,106.937485,49.879257,-208.039520,214.092026,45.776367,-255.389069,215.646317,46.409462,-261.748901,246.014496,34.472202,-236.289154,241.140137,68.678368,-201.018356,332.583588,18.064350,-35.906391,3.731720,299.578613,,,,,,,,,,,,,,,,175.616638,279.219727,43.460960,132.156693,281.994263,19.611208,,,,,,,,,,,,,,,,-213.297836,263.183167,45.452747,-173.112228,260.808777,27.447195
3,0,71.383583,-40.863255,347.716034,91.362915,-97.805672,349.732910,145.306732,-76.644783,323.059845,121.330925,-18.765694,334.621277,205.844086,-26.352362,204.951645,204.698807,-87.960327,179.865707,228.903534,-71.910698,101.781174,229.653671,-15.214634,132.082275,221.379913,51.345818,55.479534,272.973572,49.928764,21.928879,248.408813,147.039597,16.139507,203.901749,115.294937,53.816429,183.688309,232.106873,52.194302,231.420792,229.157379,36.624134,231.033676,256.746063,29.561729,203.386536,251.895218,67.527931,166.157822,348.094025,18.891666,-130.090012,-54.916782,349.043304,-142.506439,-110.410332,354.355560,-201.943207,-105.855949,327.983490,-185.408997,-40.367977,326.042389,-246.341995,-35.511131,174.284119,-257.573914,-98.298363,181.108337,-266.707336,-93.326881,101.430481,-269.384094,-30.753633,93.085823,-264.441193,27.848528,47.190136,-304.135742,45.354126,8.267003,-286.168060,128.126907,20.969439,-235.406281,106.918701,49.963676,-208.054031,214.089020,45.775036,-255.386002,215.649002,46.409824,-261.769775,246.017090,34.475243,-236.189224,241.195419,68.767204,-200.995316,332.573181,18.035141,-35.922813,3.723109,299.582397,,,,,,,,,,,,,,,,175.623215,279.222168,43.468239,131.565247,282.252411,20.079578,,,,,,,,,,,,,,,,-213.303314,263.170837,45.459702,-173.134216,260.809814,27.454121
4,0,71.381882,-40.878429,347.723633,91.362923,-97.804749,349.728149,145.301239,-76.583603,323.053558,121.312920,-18.718527,334.599609,205.854080,-26.314020,204.932480,204.694672,-87.964119,179.867950,228.897415,-71.884338,101.793037,229.563385,-15.156765,132.043304,221.366898,51.334625,55.570747,272.928101,49.958153,21.846552,248.375427,147.051819,16.102957,203.918472,115.310944,53.771496,183.651764,232.149033,52.222008,231.426147,229.142929,36.687347,231.039261,256.739563,29.547777,203.370667,251.888275,67.526375,166.144943,348.085175,18.874506,-130.098068,-54.906254,349.045563,-142.490005,-110.407433,354.333252,-201.926407,-105.850914,327.968658,-185.402283,-40.379101,326.036621,-246.307861,-35.549656,174.263458,-257.572723,-98.302086,181.115250,-266.731537,-93.320038,101.473740,-269.347290,-30.731560,93.024475,-264.429077,27.830336,47.194916,-304.131500,45.340786,8.251094,-286.169434,128.120193,21.004860,-235.475250,106.949203,49.861401,-208.110519,214.057159,45.834572,-255.375290,215.651825,46.408794,-261.777924,246.018875,34.476898,-236.092239,241.392853,68.546936,-201.046616,332.588104,18.084032,-35.931927,3.734672,299.518860,,,,,,,,,,,,,,,,175.614243,279.248383,43.432419,131.612427,282.218170,20.039473,,,,,,,,,,,,,,,,-213.300461,263.183167,45.469696,-173.126495,260.812073,27.451809
5,0,71.393608,-40.845219,347.694611,91.439217,-97.802963,349.782166,145.301270,-76.579704,323.034454,121.304573,-18.704567,334.586456,205.845917,-26.203434,204.873581,204.714783,-87.933304,179.862091,229.058456,-71.784653,101.996712,229.614349,-15.186804,132.030396,221.366089,51.366409,55.493507,272.919342,49.958996,21.830612,248.375992,147.046387,16.102150,203.918640,115.312828,53.743557,183.640488,232.164459,52.223549,231.415161,229.144333,36.620632,231.025375,256.759094,29.519938,203.335159,251.913605,67.516968,166.136536,348.090332,18.871189,-130.111862,-54.895439,349.036163,-142.465012,-110.384956,354.311981,-201.936890,-105.856041,327.974670,-185.409958,-40.365547,326.028137,-246.293594,-35.548290,174.257599,-257.529388,-98.291351,181.086746,-266.726685,-93.324989,101.435524,-269.340668,-30.717464,92.999374,-264.457916,27.808905,47.168919,-304.114899,45.342674,8.239424,-286.168304,128.131454,20.959240,-235.469238,106.953819,49.848927,-208.117416,214.053635,45.838341,-255.383163,215.650436,46.407780,-261.796936,246.030441,34.472252,-236.196548,241.189636,68.767403,-201.049210,332.605347,18.018988,-35.921261,3.734585,299.595642,,,,,,,,,,,,,,,,175.595901,279.247498,43.445396,131.564758,282.255524,20.073410,,,,,,,,,,,,,,,,-213.332962,263.182190,45.430378,-173.122406,260.817169,27.458595
6,0,71.405373,-40.863331,347.709900,91.364021,-97.797447,349.720581,145.290146,-76.580154,323.034760,121.299843,-18.707165,334.583191,205.828094,-26.193045,204.868301,204.700165,-87.959862,179.870590,228.958389,-71.890106,101.814194,229.681305,-15.224322,132.116486,221.377396,51.348469,55.487381,272.901703,49.987228,21.781294,248.419495,147.050507,16.118948,203.929367,115.321274,53.780251,183.727890,232.117920,52.170368,231.443253,229.127563,36.672359,231.022659,256.756683,29.534822,203.388626,251.885406,67.518669,166.147354,348.096863,18.867008,-130.084061,-54.886105,349.033936,-142.471924,-110.384773,354.273560,-201.917252,-105.848915,327.949432,-185.419357,-40.356403,326.014069,-246.292694,-35.555321,174.262405,-257.513611,-98.285378,181.060776,-266.674957,-93.316193,101.384323,-269.324371,-30.684734,92.959129,-264.449371,27.811914,47.165878,-304.114655,45.340420,8.225924,-286.150513,128.090546,20.911297,-235.451355,106.931625,49.902813,-208.109711,214.072556,45.859734,-255.387634,215.655960,46.399792,-261.797089,246.014374,34.457134,-236.305679,241.202744,68.562965,-201.047775,332.606598,18.007017,-35.928944,3.736969,299.604858,,,,,,,,,,,,,,,,175.642105,279.218384,43.466705,131.557022,282.233978,20.059654,,,,,,,,,,,,,,,,-213.323746,263.179932,45.466537,-173.128281,260.812927,27.457352
7,0,71.427872,-40.859173,347.735931,91.359200,-97.791237,349.729279,145.309845,-76.571945,323.031677,121.284569,-18.674067,334.572174,205.830231,-26.152470,204.869812,204.703186,-87.937515,179.848770,228.958298,-71.896713,101.813881,229.655212,-15.282671,132.248169,221.385422,51.359272,55.488819,272.862732,49.997250,21.714264,248.364807,147.055481,16.064304,203.941284,115.242180,53.910278,183.729874,232.098389,52.163414,231.427155,229.126755,36.638645,231.025208,256.745850,29.560780,203.384460,251.884048,67.501083,166.135284,348.143768,18.864182,-130.094421,-54.862938,349.023163,-142.481186,-110.379112,354.251312,-201.951996,-105.816994,327.938293,-185.429367,-40.367870,325.996735,-246.307693,-35.549126,174.223267,-257.538269,-98.281540,181.060364,-266.688568,-93.321274,101.391243,-269.324615,-30.659073,92.963219,-264.425201,27.808851,47.166706,-304.103241,45.337399,8.220420,-286.129822,128.095871,20.920744,-235.414017,106.912483,49.917255,-208.097702,214.050720,45.823555,-255.405579,215.654160,46.404964,-261.783783,246.007660,34.450878,-236.293518,241.166626,68.630913,-201.050751,332.580475,18.115370,-35.892948,3.756352,299.563080,,,,,,,,,,,,,,,,175.615509,279.246155,43.458599,131.582443,282.193329,20.053518,,,,,,,,,,,,,,,,-213.313232,263.190277,45.447342,-173.126251,260.813263,27.466814
8,0,71.373428,-40.781788,347.704773,91.333534,-97.745453,349.734528,145.305756,-76.554398,323.059357,121.287521,-18.637070,334.561066,205.861298,-26.963017,205.365997,204.699524,-87.915314,179.842896,229.038956,-71.796295,101.981339,229.687378,-15.216578,132.156021,221.387131,51.352093,55.529449,272.939697,49.961060,21.815681,248.411392,147.028656,16.092791,203.948990,115.264771,53.888264,183.741516,232.118164,52.184227,231.401566,229.114380,36.628773,231.015518,256.759003,29.540388,203.384521,251.893814,67.506393,166.153946,348.141266,18.889881,-130.065475,-54.838318,349.006134,-142.467682,-110.355766,354.236572,-201.971008,-105.794205,327.944977,-185.438507,-40.328392,326.008026,-246.327591,-35.578625,174.343765,-257.674164,-98.156052,181.163193,-266.654236,-93.311974,101.340118,-269.296753,-30.679785,92.954300,-264.429443,27.821362,47.163445,-304.099274,45.346085,8.200873,-286.130493,128.086975,20.933466,-235.413132,106.891533,49.962730,-208.088547,214.049118,45.825859,-255.387100,215.667557,46.397469,-261.786896,246.016510,34.459152,-236.185593,241.214539,68.791557,-201.018158,332.568085,18.179361,-35.888050,3.757104,299.577454,,,,,,,,,,,,,,,,175.654770,279.219025,43.461620,131.566833,282.260773,20.105780,,,,,,,,,,,,,,,,-213.295807,263.185944,45.493080,-173.127869,260.817596,27.482418
9,0,71.390526,-40.769264,347.713104,91.350250,-97.711792,349.760468,145.280701,-76.503357,323.052399,121.284935,-18.604507,334.591797,205.867584,-26.928930,205.405807,204.716873,-87.896828,179.888397,228.942047,-71.861748,101.813477,229.784042,-15.511408,132.449097,221.413223,51.354645,55.543621,272.966370,49.960220,21.857599,248.440964,147.046387,16.117737,203.959320,115.270325,53.883469,183.702606,232.178925,52.199486,231.423233,229.123047,36.618073,231.014481,256.758453,29.530859,203.357925,251.903351,67.537941,166.156876,348.101044,18.866186,-130.088318,-54.816761,348.974548,-142.469727,-110.349518,354.212524,-201.970383,-105.800499,327.944214,-185.431030,-40.294888,325.956879,-246.336624,-35.509930,174.257751,-257.502899,-98.231750,181.041977,-266.643036,-93.310684,101.337959,-269.304352,-30.640375,92.952644,-264.443176,27.815958,47.173027,-304.098297,45.337051,8.225892,-286.144104,128.084702,20.909260,-235.388901,106.905067,49.995945,-208.084198,214.052216,45.838253,-255.397522,215.651825,46.396755,-261.769196,246.022263,34.499115,-236.253464,241.254044,68.593658,-200.996750,332.580048,18.141308,-35.934193,3.812331,299.642303,,,,,,,,,,,,,,,,175.638290,279.232086,43.464092,131.584473,282.239929,20.075211,,,,,,,,,,,,,,,,-213.278091,263.191711,45.603798,-173.118805,260.821625,27.478550
