Trajectories
100
,,ADL006:RSHO1,,,ADL006:RSHO2,,,ADL006:RSHO3,,,ADL006:RSHO4,,,ADL006:RUAR1,,,ADL006:RUAR2,,,ADL006:RUAR3,,,ADL006:RUAR4,,,ADL006:RLAR1,,,ADL006:RLAR2,,,ADL006:RLAR3,,,ADL006:RLAR4,,,ADL006:RHAN1,,,ADL006:RHAN2,,,ADL006:RHAN3,,,ADL006:RHAN4,,,ADL006:RFTP,,,ADL006:LSHO1,,,ADL006:LSHO2,,,ADL006:LSHO3,,,ADL006:LSHO4,,,ADL006:LUAR1,,,ADL006:LUAR2,,,ADL006:LUAR3,,,ADL006:LUAR4,,,ADL006:LLAR1,,,ADL006:LLAR2,,,ADL006:LLAR3,,,ADL006:LLAR4,,,ADL006:LHAN1,,,ADL006:LHAN2,,,ADL006:LHAN3,,,ADL006:LHAN4,,,ADL006:LFTP,,,ADL006:STRN,,,ADL006:RGTH,,,ADL006:RLEP,,,ADL006:RMEP,,,ADL006:RSPR,,,ADL006:RSPU,,,ADL006:RFB,,,ADL006:RTHUM,,,ADL006:LGTH,,,ADL006:LLEP,,,ADL006:LMEP,,,ADL006:LSPR,,,ADL006:LSPU,,,ADL006:LFB,,,ADL006:LTHUM,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,112.965912,-202.809036,331.993683,140.317139,-253.124802,356.378906,188.708313,-241.030777,320.250031,160.723846,-186.935440,307.068146,262.583099,-224.299896,178.952347,265.938141,-288.762115,162.485443,299.996826,-283.706665,88.475861,295.759918,-223.503540,109.588036,293.249146,-164.553772,66.075172,335.540771,-174.878189,23.243645,313.861145,-78.438431,5.503105,278.070496,-100.944466,58.168758,246.380569,18.162809,63.616940,295.197418,16.811726,47.533329,292.701111,44.547409,42.453541,266.586517,38.225731,80.275192,237.086716,151.142441,22.967146,-140.994141,-205.544922,342.375885,-161.811493,-256.349640,359.189758,-217.585709,-252.700684,331.025513,-192.860565,-189.594864,315.972443,-278.601990,-220.519852,194.058182,-281.417175,-282.720245,208.612640,-299.267883,-288.151611,130.337418,-310.278320,-227.465866,116.104248,-308.627716,-172.610703,69.381828,-342.663116,-162.567108,23.149981,-318.770905,-82.399887,17.264492,-275.367645,-96.099617,59.054764,-247.554642,24.412926,64.947739,-291.159485,19.614096,48.383339,-296.251373,47.679512,34.535397,-284.119598,49.188366,74.366455,-228.952728,147.633377,24.211349,-8.214195,-172.301636,299.608063,,,,,,,,,,,,,,,,246.247360,72.674606,61.229317,177.459518,81.807838,19.395153,,,,,,,,,,,,,,,,-237.160782,75.965080,64.223930,-176.783386,78.801575,20.717327
2,0,112.980194,-202.869125,331.980591,140.320175,-253.156631,356.334320,188.707672,-241.070679,320.209747,160.734161,-186.951187,307.077240,262.552246,-224.333420,178.921036,265.967651,-288.754608,162.423431,300.004242,-283.719849,88.394615,295.751038,-223.507523,109.554001,293.266724,-164.568527,66.056328,335.528046,-174.892517,23.204174,313.882355,-78.441681,5.508824,278.070435,-100.947380,58.144306,246.384796,18.130184,63.593880,295.247345,16.860907,47.613354,292.702362,44.549736,42.453186,266.689514,38.144745,79.852539,237.099564,151.146118,22.969042,-140.987671,-205.561188,342.329926,-161.795013,-256.365784,359.177124,-217.539169,-252.757553,330.998138,-192.836853,-189.597183,315.972137,-278.587463,-220.578186,194.069565,-281.404633,-282.742767,208.595062,-299.270721,-288.146271,130.336517,-310.237823,-227.516693,116.072800,-308.609222,-172.619888,69.392799,-342.634918,-162.554474,23.164341,-318.780121,-82.406479,17.247587,-275.359009,-96.109848,59.041218,-247.553574,24.410141,64.950691,-291.096069,19.598852,48.341652,-296.246033,47.685341,34.541840,-284.114014,49.221703,74.349968,-228.941269,147.592224,24.215723,-8.235859,-172.309814,299.619843,,,,,,,,,,,,,,,,246.242874,72.683060,61.214943,177.444870,81.797432,19.412773,,,,,,,,,,,,,,,,-237.185837,75.974030,64.246017,-176.786072,78.805489,20.718954
3,0,112.956841,-202.899887,331.939606,140.320358,-253.178574,356.280884,188.718216,-241.118378,320.187164,160.733948,-186.936371,307.052765,262.595306,-224.314178,178.855270,265.962891,-288.757324,162.388565,300.012512,-283.716034,88.373459,295.763000,-223.494278,109.543297,293.270508,-164.547363,66.070618,335.510956,-174.886703,23.192581,313.886230,-78.450974,5.469774,278.096436,-100.955505,58.135876,246.367767,18.164284,63.606514,295.189056,16.842344,47.530975,292.258118,44.244785,42.296719,266.530792,38.199093,80.243080,237.084091,151.145523,22.968809,-140.985397,-205.559509,342.380066,-161.783630,-256.369995,359.163910,-217.557922,-252.774094,331.013000,-192.821655,-189.596786,315.956207,-278.578918,-220.565628,194.054443,-281.448944,-282.726410,208.735275,-299.247192,-288.202057,130.326523,-310.223846,-227.534714,116.053879,-308.596130,-172.617783,69.374199,-342.637207,-162.562988,23.163307,-318.766235,-82.400322,17.247541,-275.343933,-96.093513,59.103249,-247.543076,24.407688,64.946136,-291.134491,19.631683,48.366741,-296.260742,47.687927,34.550472,-284.118134,49.201508,74.342911,-228.972443,147.630814,24.219347,-8.230629,-172.315918,299.558716,,,,,,,,,,,,,,,,246.244751,72.681374,61.208424,177.436325,81.784348,19.423622,,,,,,,,,,,,,,,,-237.229828,76.021980,64.287354,-176.784363,78.802055,20.713755
4,0,112.971817,-202.898026,331.901581,140.328964,-253.176804,356.291199,188.728607,-241.118073,320.165375,160.754379,-186.926331,307.048859,262.544373,-224.290451,178.858887,265.973206,-288.765808,162.387268,300.029968,-283.713715,88.382561,295.757874,-223.500534,109.504501,293.298981,-164.546341,66.071823,335.533783,-174.876678,23.190645,313.908173,-78.457451,5.478468,278.098236,-100.949165,58.136288,246.375076,18.173693,63.622208,295.260681,16.882696,47.641819,292.713379,44.546841,42.470081,266.670807,38.062023,79.791336,237.072586,151.168991,22.987011,-140.948593,-205.603043,342.355255,-161.782684,-256.375641,359.166809,-217.534027,-252.781189,331.024048,-192.802399,-189.646225,315.956329,-278.571259,-220.568542,194.054947,-281.394684,-282.797394,208.603531,-299.225861,-288.191589,130.342682,-310.216003,-227.542236,116.067787,-308.601593,-172.621658,69.376503,-342.635742,-162.562332,23.160284,-318.760132,-82.409103,17.259947,-275.354034,-96.106606,59.051414,-247.539063,24.417179,64.938889,-291.125366,19.622850,48.370724,-296.263245,47.677284,34.554977,-284.097351,49.190483,74.342392,-228.975372,147.632324,24.222433,-8.203126,-172.358841,299.509705,,,,,,,,,,,,,,,,246.243759,72.691124,61.200489,177.435883,81.778885,19.381689,,,,,,,,,,,,,,,,-237.226044,76.018494,64.256584,-176.776566,78.786057,20.719154
5,0,112.972168,-202.907898,331.909485,140.359528,-253.182892,356.301697,188.719070,-241.113129,320.193604,160.703690,-186.966309,307.014374,262.559875,-224.344025,178.889587,265.975586,-288.767120,162.408096,300.041351,-283.687103,88.396591,295.772400,-223.507629,109.532928,293.276489,-164.564682,66.057747,335.579346,-174.859650,23.201403,313.895416,-78.432968,5.484646,278.099976,-100.953056,58.136169,246.360550,18.156721,63.600460,295.228912,16.882795,47.613434,292.709290,44.549202,42.452805,266.769867,38.176674,79.942329,237.078598,151.160660,22.959742,-140.951096,-205.617462,342.317230,-161.794159,-256.387817,359.153259,-217.549576,-252.786575,331.043579,-192.782379,-189.650253,315.941101,-278.569855,-220.578674,194.052460,-281.370819,-282.796204,208.591385,-299.234711,-288.219391,130.261963,-310.226410,-227.527679,116.085464,-308.609528,-172.618332,69.378365,-342.651886,-162.561829,23.140329,-318.771393,-82.394157,17.274063,-275.334564,-96.144608,59.045406,-247.552780,24.400642,64.930176,-291.145447,19.629293,48.361473,-296.237976,47.665569,34.557926,-284.121033,49.195675,74.366013,-228.980591,147.614471,24.188820,-8.196137,-172.372375,299.488129,,,,,,,,,,,,,,,,246.255188,72.698853,61.165012,177.447220,81.796524,19.409739,,,,,,,,,,,,,,,,-237.275467,76.055115,64.303040,-176.777679,78.813911,20.713158
6,0,113.004387,-202.907990,331.915833,140.349304,-253.183456,356.330658,188.725998,-241.095413,320.209717,160.706329,-186.991669,307.009888,262.576691,-224.334030,178.901413,265.977020,-288.756470,162.419952,300.052887,-283.674255,88.439964,295.758026,-223.503754,109.541992,293.302917,-164.549393,66.078026,335.590271,-174.844849,23.211130,313.899017,-78.431129,5.493208,278.115875,-100.948662,58.136333,246.357300,18.174480,63.616520,295.250214,16.840445,47.620346,292.725128,44.567505,42.427429,266.638672,38.248611,80.348930,237.086975,151.132828,22.964916,-140.948959,-205.626419,342.320343,-161.769974,-256.416260,359.160004,-217.524780,-252.833939,331.010620,-192.787323,-189.652649,315.945374,-278.560638,-220.586609,194.049454,-281.400177,-282.791382,208.610336,-299.210785,-288.225952,130.264175,-310.243713,-227.508652,116.129112,-308.632904,-172.616028,69.404488,-342.664948,-162.570084,23.176201,-318.782013,-82.391243,17.284674,-275.344177,-96.105675,59.056576,-247.525055,24.396635,64.919556,-291.116302,19.615192,48.364986,-296.270477,47.650082,34.520485,-284.148010,49.177094,74.338364,-228.980225,147.599976,24.192036,-8.174963,-172.389572,299.478058,,,,,,,,,,,,,,,,246.206467,72.653404,61.204750,177.413956,81.771507,19.404335,,,,,,,,,,,,,,,,-237.197495,76.007385,64.233269,-176.818390,78.803268,20.705624
7,0,112.966911,-202.924240,331.892120,140.344955,-253.187424,356.327240,188.746948,-241.089188,320.232849,160.751419,-186.944870,306.998810,262.537262,-224.373825,178.936081,265.983582,-288.798431,162.442200,300.068481,-283.680054,88.438835,295.801758,-223.542725,109.564301,293.289124,-164.564026,66.083824,335.635315,-174.846924,23.234055,313.917358,-78.408310,5.507133,278.118042,-100.968719,58.143520,246.359024,18.162344,63.637413,295.244720,16.889986,47.638046,292.718658,44.548203,42.451878,266.623016,38.264107,80.349136,237.080658,151.139969,22.975296,-140.933167,-205.619324,342.312073,-161.777374,-256.416260,359.170868,-217.520584,-252.819717,331.027435,-192.785782,-189.668350,315.887878,-278.532715,-220.592621,194.038635,-281.378174,-282.802795,208.609283,-299.199646,-288.230133,130.249100,-310.257355,-227.504242,116.130821,-308.651733,-172.628876,69.372383,-342.674438,-162.574310,23.204081,-318.772034,-82.407379,17.248583,-275.355621,-96.117584,59.070374,-247.554092,24.394358,64.930710,-291.120331,19.611567,48.375412,-296.273438,47.642143,34.524075,-284.145752,49.175194,74.353477,-228.973694,147.578812,24.190079,-8.194143,-172.376404,299.481232,,,,,,,,,,,,,,,,246.193787,72.641998,61.198544,177.403244,81.771278,19.388765,,,,,,,,,,,,,,,,-237.212723,75.979538,64.209633,-176.792953,78.772552,20.690859
8,0,113.027863,-202.947861,331.911652,140.356552,-253.205933,356.316650,188.732971,-241.118774,320.201355,160.719131,-186.986938,307.029633,262.537079,-224.387680,178.924362,265.962708,-288.817780,162.433304,300.026947,-283.708221,88.425545,295.762787,-223.561005,109.570045,293.290863,-164.566956,66.087616,335.633362,-174.840652,23.222569,313.899658,-78.398491,5.499013,278.109436,-100.973602,58.152885,246.348068,18.148256,63.614540,295.234772,16.827942,47.606251,292.701660,44.556812,42.441196,266.590942,38.214619,80.244263,237.072418,151.132874,22.961468,-140.927307,-205.615082,342.306854,-161.754761,-256.414551,359.146057,-217.497864,-252.815247,331.000153,-192.769379,-189.655518,315.884705,-278.535339,-220.583893,194.049164,-281.370178,-282.799042,208.600128,-299.186096,-288.226105,130.247131,-310.246246,-227.518875,116.123962,-308.645752,-172.606735,69.402603,-342.677917,-162.568329,23.189676,-318.789124,-82.418671,17.230095,-275.350952,-96.116341,59.069073,-247.533905,24.392242,64.914864,-291.088745,19.584862,48.358799,-296.278168,47.640770,34.539516,-284.137390,49.180428,74.347855,-228.952988,147.595490,24.174681,-8.165557,-172.398987,299.458008,,,,,,,,,,,,,,,,246.197632,72.646469,61.216213,177.417130,81.738052,19.393164,,,,,,,,,,,,,,,,-237.271988,76.024956,64.237679,-176.780121,78.778709,20.696749
9,0,113.020576,-202.967072,331.905029,140.324142,-253.252960,356.296997,188.749222,-241.157303,320.184875,160.721893,-187.083710,306.968994,262.549316,-224.406174,178.917953,265.960236,-288.855743,162.403519,300.029083,-283.705994,88.414314,295.775970,-223.558990,109.580818,293.259491,-164.579666,66.073105,335.616058,-174.845779,23.233171,313.919098,-78.389771,5.498015,278.114807,-100.961670,58.157169,246.348923,18.141373,63.581779,295.232452,16.812551,47.566818,292.695190,44.551258,42.441116,266.742310,38.217888,80.084076,237.107010,151.136765,22.966728,-140.922226,-205.621185,342.309509,-161.739059,-256.412598,359.124573,-217.485107,-252.808868,331.003326,-192.745987,-189.633987,315.911835,-278.516571,-220.585449,194.015625,-281.346588,-282.799377,208.596054,-299.173279,-288.209045,130.255707,-310.224976,-227.512299,116.103905,-308.640472,-172.611557,69.388222,-342.649567,-162.562607,23.201921,-318.774261,-82.399399,17.248472,-275.335815,-96.140762,59.084312,-247.527359,24.379154,64.940956,-291.140991,19.612850,48.389137,-296.277283,47.670853,34.578838,-284.114807,49.191868,74.379440,-228.943344,147.627594,24.217897,-8.121615,-172.441071,299.442352,,,,,,,,,,,,,,,,246.194061,72.624611,61.285404,177.414078,81.742027,19.389820,,,,,,,,,,,,,,,,-237.176132,75.988983,64.226509,-176.774506,78.785126,20.709166
