Finger Velocity,Scap_X,Scap_Y,Scap_Z,Shoulder horiz abd-adduction,Shoulder flexion-extension,Shoulder internal-external rotation,elbow flexion-extension,forearm pronation-supination,wrist flexion-extension,wrist radial-ulnar deviation
16.0690020065086,-12.5834672969142,-14.926960490234,-6.71223550620244,0.337100329906776,-35.1294683857435,-3.83274495270972,53.8892120561775,-21.1608112842194,-16.220687105527,-10.7486604363145
16.0166473494373,-12.3678881059638,-14.9487923275976,-6.83560754063126,1.46790537577272,-34.0797175287962,-3.61055239013966,52.530944446729,-21.5154384033418,-16.2559443599466,-10.467543590046
15.9211421592172,-12.1422915441855,-14.9739120098059,-6.94160256566275,2.58433575594822,-33.0216828542319,-3.4058193584586,51.1129622127733,-21.8954716815654,-16.2873535873098,-10.1857020943805
15.7845729372187,-11.9063637289079,-15.0011508281221,-7.02976078790481,3.68373523103543,-31.9604783911367,-3.21950957944099,49.6389990912371,-22.2972654548147,-16.3168491334614,-9.90276177172184
15.6092474172546,-11.6597582397659,-15.0292846859387,-7.09988134207535,4.76381428515333,-30.9013296210901,-3.05214462956629,48.1134497643535,-22.7168081647977,-16.346006579143,-9.61868479856787
15.3976502751994,-11.4021128066577,-15.0570663573667,-7.15202839405716,5.82260449225419,-29.8494716350332,-2.90381179264953,46.5413291241723,-23.1497705644106,-16.3760112405939,-9.33377436227225
15.1523987383813,-11.1330694224961,-15.0832572994803,-7.18653147155162,6.85840966278969,-28.8100477625106,-2.77418173881569,44.9282175018457,-23.591567213723,-16.4076425915579,-9.04866752408788
14.8761990706089,-10.8522972057322,-15.1066576612429,-7.2039797768163,7.86975779788777,-27.7880127218525,-2.66253465736968,43.2801927391668,-24.0374315093806,-16.4412737702436,-8.76431750556225
14.5718048715841,-10.5595171184757,-15.1261335425458,-7.20521038353053,8.85535716882723,-26.7880437498147,-2.56779362908658,41.6037505367133,-24.482503280268,-16.4768848126909,-8.48196680836055
14.2419780667706,-10.2545274828789,-15.1406410267061,-7.19129037133021,9.81405894984084,-25.8144624063745,-2.48856430648565,39.9057150853466,-24.9219266306995,-16.5140879640284,-8.2031126343361
13.8894533751474,-9.93722915347369,-15.1492468884178,-7.16349312816669,10.7448279198568,-24.871168998817,-2.4231802295313,38.1931425207937,-25.350954410518,-16.5521632722969,-7.92946607591458
13.516906928182,-9.60764921013691,-15.151146075039,-7.12326926558513,11.6467219283805,-23.9615909365108,-2.36975319888071,36.4732201646239,-25.7650546475388,-16.590102596306,-7.66290653302461
13.1269295754886,-9.26596211842836,-15.1456760816414,-7.07221284457814,12.5188801262019,-23.0886458043694,-2.3262280091587,34.7531647670609,-26.1600136517627,-16.6266601287291,-7.40543277957964
12.7220052540625,-8.91250742979535,-15.1323282513539,-7.01202388892705,13.36051938336,-22.2547194600071,-2.290440544077,33.0401230013361,-26.532030378841,-16.6604075442457,-7.15911204174733
12.304494623359,-8.54780324156947,-15.1107558999649,-6.94446843852042,14.1709378431549,-21.4616589559866,-2.26017782710527,31.341077247269,-26.8777970509743,-16.6897919288044,-6.92602836804439
11.87662398401,-8.17255480140346,-15.0807790581744,-6.87133759787427,14.9495241851089,-20.7107795448137,-2.23323823036696,29.6627592555892,-27.1945619481557,-16.7131947192591,-6.70823148614799
11.4404793112911,-7.78765783257018,-15.0423855983228,-6.79440708481342,15.6957708977433,-20.0028844797671,-2.20748982315184,28.0115736695932,-27.4801715940233,-16.7289899765997,-6.50768726527507
10.9980050542389,-7.39419637862021,-14.9957285666873,-6.7153986684361,16.4092897207084,-19.3382958554552,-2.18092485642532,26.3935326862158,-27.7330910908821,-16.7356004389113,-6.32623082921178
10.551007186734,-6.99343519482697,-14.9411196480652,-6.63594468207768,17.0898274289916,-18.7168943911669,-2.15170855989638,24.8142024397769,-27.9524029083349,-16.7315499564369,-6.16552327795302
10.1011598568562,-6.58680691702502,-14.8790188235814,-6.55755659256832,17.7372802901589,-18.1381658531527,-2.11822067204057,23.2786610452672,-28.1377858213681,-16.715511091994,-6.02701286508433
9.65001487329837,-6.17589440631453,-14.8100204337307,-6.4815984200242,18.3517057886996,-17.6012517293143,-2.07908841316313,21.791467696949,-28.2894767852425,-16.6863468645038,-5.91190134370205
9.19901319872672,-5.76240881293802,-14.7348360149332,-6.40926560290611,18.9333305330739,-17.1050018138867,-2.03320999157007,20.3566418316626,-28.408219233731,-16.6431458028728,-5.8211160524018
8.74949759341342,-5.34816403524829,-14.6542744267286,-6.34156967343627,19.4825536092619,-16.6480265371945,-1.97976822109861,18.9776511626271,-28.4952015697939,-16.5852496315955,-5.75528819397021
8.30272556909673,-4.93504836774881,-14.5692199144989,-6.27932886310109,19.9999450068948,-16.2287471791845,-1.91823437900458,17.6574073594764,-28.5519895310119,-16.5122730178721,-5.71473768103877
7.85988187077637,-4.52499422312055,-14.4806088429196,-6.22316452484703,20.4862391122261,-15.8454425045028,-1.84836296256119,16.3982682476297,-28.5804557528049,-16.4241149039574,-5.69946487566443
7.42208979816789,-4.11994686388151,-14.3894058761075,-6.17350305889171,20.9423236156818,-15.4962908021231,-1.77017843179956,15.202045563157,-28.5827093332658,-16.3209610682058,-5.7091495121874
6.9904208016931,-3.72183308439169,-14.2965803719239,-6.1305828700289,21.3692244892509,-15.1794067550629,-1.68395530989667,14.0700174787782,-28.5610276261922,-16.2032777157418,-5.74315705367968
6.5659019314512,-3.33253074340992,-14.2030837076976,-6.09446576225841,21.7680879209748,-14.8928729739705,-1.59019314121361,13.0029452868812,-28.5177919358294,-16.0717961014633,-5.80055266926529
6.14952087209099,-2.9538399634448,-14.1098281709075,-6.06505208418547,22.1401602306976,-14.6347663845232,-1.48958779072043,12.0010937769949,-28.4554283179516,-15.9274884878345,-5.88012284905675
5.74222845242193,-2.58745669402791,-14.0176679443278,-6.04209886960206,22.4867668268561,-14.4031799427256,-1.38300044124,11.0642549738311,-28.3763543323568,-15.7715362066811,-5.98040429336596
5.34493866725848,-2.23494919685584,-13.9273826088263,-6.02524016848506,22.8092912028593,-14.196240336328,-1.27142546880539,10.1917750017278,-28.2829323194344,-15.6052911896683,-6.09971915387158
4.9585263830288,-1.89773786497043,-13.8396634891826,-6.01400873611537,23.1091548224135,-14.0121223920287,-1.15595821956608,9.38258390184014,-28.1774295376766,-15.4302328787252,-6.23621516993418
