Finger Velocity,Scap_X,Scap_Y,Scap_Z,Shoulder horiz abd-adduction,Shoulder flexion-extension,Shoulder internal-external rotation,elbow flexion-extension,forearm pronation-supination,wrist flexion-extension,wrist radial-ulnar deviation
0.825524196146844,-8.38290023543904,-28.2792121586401,5.67531641174693,-25.4365403588735,-34.4783422912362,-9.77365098277722,77.9326116836793,-26.8093327390669,10.3310402324995,-30.8937276651053
1.00171770340048,-8.42416160266762,-28.2503123983752,5.65048428423152,-25.5331655691117,-34.2656635371835,-9.79390158043858,77.9251790098645,-26.5299028687777,10.2440830240317,-30.7442637771919
1.19273467862032,-8.46258753098676,-28.2224228626417,5.62430989405548,-25.6334556551233,-34.0553416241908,-9.81002388453994,77.9252060615509,-26.2561470133645,10.121088617944,-30.5553845713148
1.39751127332297,-8.49814149027197,-28.1953975019667,5.59682162811439,-25.7371334174974,-33.8477332431007,-9.82148833723363,77.932021628921,-25.9889980935485,9.9596013314327,-30.3264631038908
1.61492004805796,-8.53083195931705,-28.1690773711067,5.56805471420358,-25.8438783386678,-33.643076007338,-9.82778340914256,77.9447791207935,-25.7292335405693,9.75751973046528,-30.0573905520406
1.84372608750619,-8.56070860821059,-28.1432960402849,5.53805133459793,-25.9533263897307,-33.4414888934736,-9.8284204380766,77.9624681834841,-25.4774643929003,9.51310680001797,-29.7485384636771
2.08256818628287,-8.58785753232486,-28.1178849899656,5.50686080273982,-26.0650708561018,-33.2429749645565,-9.82293790991517,77.9839293049487,-25.2341269783703,9.22499256779239,-29.4007062134139
2.32995424220134,-8.61239574398109,-28.0926787980754,5.47453978150853,-26.1786642578242,-33.0474261923206,-9.81090522070319,78.0078710461763,-24.9994772508753,8.89217152970316,-29.0150576489637
2.5842655139264,-8.63446514244628,-28.0675199487115,5.44115251103351,-26.2936213747587,-32.8546301770547,-9.79192599713397,78.03288950963,-24.7735878066821,8.51399723853063,-28.5930513016576
2.84376691826079,-8.65422618273931,-28.0422631221118,5.40677100779762,-26.4094233237798,-32.6642785532495,-9.7656410825588,78.0574896356994,-24.5563475736346,8.09017621615243,-28.1363686203409
3.10662173904019,-8.67185145141893,-28.0167788620629,5.37147519694356,-26.5255225830313,-32.4759768621638,-9.73173132221834,78.0801079093094,-24.347464152741,7.6207629821344,-27.6468444885017
3.37090970661026,-8.68751933685297,-27.9909565546141,5.33535294563229,-26.6413488208336,-32.2892556646022,-9.68992030259613,78.099136054098,-24.1464687900292,7.10615749812847,-27.1264038276475
3.63464770040342,-8.70140795618279,-27.9647066883364,5.29849997428274,-26.7563153621128,-32.1035826549561,-9.63997720631172,78.1129452865798,-23.9527239531478,6.54710575933378,-26.5770074245298
3.89581247471388,-8.71368947471488,-27.9379623996834,5.26101963140021,-26.8698261084961,-31.9183755218216,-9.58171992541205,78.119910697706,-23.7654334691735,5.94470369875708,-26.0006093265051
4.15236488143367,-8.72452492849522,-27.9106803357726,5.22302252446107,-26.9812827159993,-31.733015285615,-9.51501852838942,78.1184353285539,-23.5836551418725,5.30040408328581,-25.3991273151844
4.40227510002257,-8.7340596384626,-27.8828408897241,5.18462600377235,-27.0900918267826,-31.5468598339341,-9.43979910539037,78.1069735160187,-23.4063157100423,4.61602568927443,-24.774427139362
4.64354840386197,-8.74241928400855,-27.8544478795533,5.1459534991998,-27.1956721515795,-31.3592573745995,-9.35604793427313,78.0840531075981,-23.2322279420763,3.89376369630625,-24.1283203584816
4.8742510041106,-8.74970668333288,-27.8255277502299,5.10713371167982,-27.2974612090487,-31.1695595378691,-9.26381583118664,78.0482961831975,-23.0601095991875,3.13619987800987,-23.4625748095872
5.09253552327572,-8.75599930707196,-27.7961283805314,5.06829966237054,-27.3949215466028,-30.9771338851769,-9.16322248521615,77.9984379741242,-22.8886039535293,2.34631081045117,-22.7789358965131
5.29666566435781,-8.76134753150617,-27.7663175730571,5.02958760194725,-27.4875462915008,-30.7813756194791,-9.05446053618961,77.9333437289114,-22.7163015222042,1.52747202123299,-22.0791561697166
5.485039659499,-8.76577362006359,-27.7361812990106,4.99113578126005,-27.574863908149,-30.5817183355235,-8.93779914073356,77.8520233343078,-22.5417626684268,0.683455823396335,-21.365030075005
5.65621210548833,-8.76927140771841,-27.7058217609645,4.95308308367672,-27.6564420655752,-30.3776436902551,-8.81358677973635,77.7536435514269,-22.363540716945,-0.181579436259025,-20.6384303497647
5.80891382253418,-8.77180665190493,-27.6753553278528,4.91556752093682,-27.7318905473825,-30.168689909394,-8.68225308264883,77.637537769166,-22.1802052234194,-1.06311079305865,-19.9013423826169
5.94206940723962,-8.77331800504103,-27.6449103869761,4.87872459973696,-27.8008631659952,-29.954459072559,-8.54430947313358,77.5032132098895,-21.9903650209313,-1.95628440558629,-19.1558929552758
6.05481219020535,-8.77371855705258,-27.6146251479701,4.84268557574812,-27.8630586753863,-29.7346231327925,-8.40034846955077,77.3503555472273,-21.7926906395334,-2.8559626570589,-18.4043701587511
6.14649635236716,-8.7728978909275,-27.5846454243185,4.80757562432012,-27.9182207127746,-29.5089286264235,-8.25104149653755,77.1788309147974,-21.5859356643419,-3.75678486357846,-17.6492319055821
6.21670600106238,-8.77072459014143,-27.5551224101915,4.77351197066,-27.9661368386818,-29.2772000224369,-8.09713507945133,76.9886853020715,-21.3689565828517,-4.65324095568692,-16.8931013019101
6.26526105575086,-8.76704913394986,-27.5262104649874,4.74060203386909,-28.0066367827936,-29.0393416573695,-7.939445308906,76.7801413548052,-21.1407306932163,-5.53975661423072,-16.1387481242363
