Finger Velocity,Scap_X,Scap_Y,Scap_Z,Shoulder horiz abd-adduction,Shoulder flexion-extension,Shoulder internal-external rotation,elbow flexion-extension,forearm pronation-supination,wrist flexion-extension,wrist radial-ulnar deviation
0.697626652021546,-5.25879122188208,-19.1935364008162,7.50312925256802,-17.5817051765004,-48.4477288774211,-13.3985863594263,64.4040022415574,-24.3735193396396,8.59617004869185,-35.8191894254012
0.895123920515355,-5.1991588473908,-19.1772952265959,7.50410181031426,-17.6968394744494,-48.3684685198468,-13.4994476425745,64.4215850622406,-24.2964881091038,8.67751699691968,-35.9114857404779
1.1181792373722,-5.13551712360397,-19.1594777693043,7.50421652140753,-17.8083253058715,-48.2763784429633,-13.5982282001581,64.4367283615133,-24.22382875507,8.74438978731227,-35.9923495587619
1.36540995104115,-5.06790732422828,-19.1398278088539,7.50331110140373,-17.9141929938818,-48.1700893386449,-13.6931864229374,64.4480978962439,-24.1557621993547,8.79592760107565,-36.0604558135832
1.63569266098006,-4.99637336872835,-19.1180760100372,7.50123298796921,-18.0124396454224,-48.0482000205917,-13.7825217739094,64.454211001445,-24.0923953407435,8.83158260953076,-36.1146594128465
1.92791612442718,-4.92095730481389,-19.0939449593666,7.49784362948651,-18.1010674865267,-47.9092908586962,-13.8644085448475,64.4534449432229,-24.0337238338442,8.85112897746308,-36.1540122112304
2.24086286242039,-4.84169504852947,-19.0671547256271,7.49302246244234,-18.1781237089103,-47.7519384958334,-13.93703177414,64.4440479654496,-23.9796385125513,8.85465941328346,-36.1777721379353
2.573152020414,-4.75861259112424,-19.0374287607587,7.48667042598854,-18.2417407371284,-47.5747317502454,-13.9986243235192,64.4241528747791,-23.9299351027934,8.84256898157722,-36.185403850643
2.92321395515195,-4.67172285988265,-19.0044999477206,7.47871288913477,-18.2901757766362,-47.376288568673,-14.0475040484937,64.3917929500044,-23.8843267290114,8.81552658173583,-36.1765707709136
3.28928292824361,-4.58102338500535,-18.9681166074548,7.46910189700377,-18.3218484882326,-47.155273848001,-14.0821099584266,64.3449199089441,-23.842458612478,8.77443516854664,-36.1511188638843
3.66940120293887,-4.4864948810198,-18.928048294685,7.45781767391346,-18.335375653042,-46.9104178944871,-14.1010362491952,64.2814236255586,-23.8039242955776,8.72038240135078,-36.1090530122132
4.06143098481816,-4.38810080472762,-18.8840912368527,7.44486935066261,-18.3296017473497,-46.6405352463695,-14.1030631139181,64.1991532697424,-23.7682827075616,8.65458394710395,-36.0505072901283
4.46307213577679,-4.28578790706118,-18.8360732961008,7.43029491072413,-18.3036244433691,-46.3445435510817,-14.0871833064084,64.0959395435988,-23.7350754100055,8.57832211050942,-35.9757108558354
4.87188431783901,-4.17948775633505,-18.7838583563383,7.41416037548278,-18.2568141936472,-46.0214821619509,-14.0526235533714,63.9696177012903,-23.7038434140856,8.49288276998964,-35.8849515048069
5.28531258564476,-4.06911917667213,-18.7273500545401,7.39655827262912,-18.1888272415083,-45.6705300985041,-13.9988600833223,63.8180510507405,-23.6741430349188,8.3994937077059,-35.7785391043731
5.70071562876405,-3.95459151803361,-18.6664947889366,7.37760545396933,-18.0996116210116,-45.2910229979854,-13.9256277564934,63.6391546382893,-23.645560330815,8.29926732075646,-35.6567711296955
6.11539595756972,-3.83580865206646,-18.6012839493792,7.35744034767261,-17.9894059581811,-44.8824686750315,-13.8329225308673,63.4309188160018,-23.6177237596489,8.19315040757345,-35.5199023420267
6.52663137523383,-3.71267356903317,-18.5317553294246,7.33621974316342,-17.8587311493338,-44.4445609058863,-13.7209972711824,63.1914323921727,-23.5903147638542,8.08188325369065,-35.3681203005162
6.9317071078184,-3.58509343454301,-18.4579936963605,7.31411521275331,-17.7083752562793,-43.9771910680351,-13.5903511819336,62.9189050704676,-23.5630760669272,7.96596960938243,-35.2015278977928
7.32794798760816,-3.45298495144237,-18.3801305133803,7.29130927246524,-17.539372202169,-43.4804572977483,-13.4417133997785,62.6116888881495,-23.5358175302349,7.84565841834299,-35.0201335168748
7.71275010901151,-3.31627986338409,-18.2983428255275,7.26799137711301,-17.3529750589061,-42.9546708720522,-13.2760214932657,62.2682983606863,-23.5084194808458,7.720937434203,-34.8238488217504
8.08361140540181,-3.17493043315893,-18.212851336626,7.2443538351199,-17.1506248795956,-42.4003595690904,-13.0943957731075,61.8874290212795,-23.4808334767258,7.59153825226826,-34.6124937046112
8.43816063105048,-3.02891473104699,-18.1239177178682,7.22058772092334,-16.9339161471428,-41.8182678065563,-12.8981104101558,61.4679740118209,-23.4530805258291,7.45695182836489,-34.3858075602217
8.77418427543492,-2.87824157565486,-18.0318412003593,7.19687886014221,-16.704559983667,-41.2093534045926,-12.6885623957559,61.0090383513342,-23.4252468286676,7.31645324862367,-34.1434658442589
9.08965098749561,-2.72295498053849,-17.9369545143311,7.1734039653217,-16.4643462955316,-40.5747808746315,-12.4672393689159,60.5099504972831,-23.3974771781086,7.16913432665918,-33.8851007757205
9.38273314412651,-2.56313797260487,-17.839619247217,7.15032700560376,-16.2151060181812,-39.9159112062653,-12.2356872851309,59.9702708361211,-23.3699662266164,7.01394250075638,-33.610325027915
9.651825259206,-2.39891566133135,-17.7402207014171,7.12779589865041,-15.9586745770324,-39.2342882151915,-11.9954788192702,59.3897967972731,-23.3429479173251,6.84972445070039,-33.31875728693
9.89555899546087,-2.23045745066572,-17.6391623411724,7.10593961480855,-15.6968575956668,-38.5316216262903,-11.7481832844339,58.7685643800947,-23.3166834682749,6.67527283711384,-33.0100486245981
