Trajectories
100
,,ADL007:RSHO1,,,ADL007:RSHO2,,,ADL007:RSHO3,,,ADL007:RSHO4,,,ADL007:RUAR1,,,ADL007:RUAR2,,,ADL007:RUAR3,,,ADL007:RUAR4,,,ADL007:RLAR1,,,ADL007:RLAR2,,,ADL007:RLAR3,,,ADL007:RLAR4,,,ADL007:RHAN1,,,ADL007:RHAN2,,,ADL007:RHAN3,,,ADL007:RHAN4,,,ADL007:RFTP,,,ADL007:LSHO1,,,ADL007:LSHO2,,,ADL007:LSHO3,,,ADL007:LSHO4,,,ADL007:LUAR1,,,ADL007:LUAR2,,,ADL007:LUAR3,,,ADL007:LUAR4,,,ADL007:LLAR1,,,ADL007:LLAR2,,,ADL007:LLAR3,,,ADL007:LLAR4,,,ADL007:LHAN1,,,ADL007:LHAN2,,,ADL007:LHAN3,,,ADL007:LHAN4,,,ADL007:LFTP,,,ADL007:STRN,,,ADL007:RGTH,,,ADL007:RLEP,,,ADL007:RMEP,,,ADL007:RSPR,,,ADL007:RSPU,,,ADL007:RFB,,,ADL007:RTHUM,,,ADL007:LGTH,,,ADL007:LLEP,,,ADL007:LMEP,,,ADL007:LSPR,,,ADL007:LSPU,,,ADL007:LFB,,,ADL007:LTHUM,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,130.602600,-162.239822,340.533722,137.417068,-223.047089,351.770935,191.531586,-220.668106,324.127350,185.334091,-157.616669,326.398987,248.948380,-163.676224,224.467560,252.668106,-223.767410,198.024307,269.067383,-205.082779,119.874695,267.144714,-148.884644,150.846207,222.488571,-55.980186,79.033806,279.230164,-63.240021,58.048683,261.572540,32.301186,33.738373,208.537903,7.107987,66.219002,195.879868,113.501625,58.347511,245.232178,107.749352,44.332741,243.916000,134.695847,34.969826,216.455475,135.419922,72.105209,195.704697,237.633118,20.093048,-107.810638,-148.133530,356.827728,-126.505211,-201.184418,367.767120,-183.797363,-195.552017,343.112518,-161.002914,-130.037598,335.691467,-234.059387,-126.437157,224.865067,-251.394302,-187.050079,234.537247,-258.219482,-185.848892,154.424850,-254.218735,-124.364174,142.712341,-244.743256,-51.796120,90.096794,-278.598389,-52.669575,42.576321,-266.944122,28.845177,26.861448,-223.673721,27.139639,71.276596,-195.040146,137.170715,53.168354,-241.722260,134.207886,44.656574,-247.863098,162.002594,29.905025,-227.510742,163.880981,67.054474,-184.099884,259.620941,21.515093,7.368428,-99.952950,314.354279,,,,,,,,,,,,,,,,176.753235,165.768906,42.317173,126.698997,167.425507,20.209015,,,,,,,,,,,,,,,,-177.894531,188.678970,44.648659,-117.125320,179.467453,17.813503
2,0,130.605911,-162.219131,340.509399,137.471268,-222.999588,351.786560,191.526489,-220.588898,324.114288,185.354401,-157.569168,326.409790,248.956421,-163.603790,224.474838,252.677383,-223.750198,198.037704,269.095673,-205.056152,119.875351,267.153046,-148.826447,150.840988,222.495926,-55.971718,79.074783,279.253906,-63.224228,58.036400,261.549713,32.304718,33.726372,208.537872,7.101526,66.224876,195.913055,113.482697,58.323120,245.218979,107.748871,44.341858,243.894318,134.696762,34.963898,216.435120,135.472534,72.121902,195.678528,237.609818,20.071648,-107.824097,-148.071533,356.820679,-126.495171,-201.170853,367.763885,-183.797623,-195.509720,343.133545,-160.985123,-130.019409,335.678467,-234.043274,-126.489792,224.806107,-251.383759,-187.039841,234.521866,-258.223846,-185.847046,154.427017,-254.199661,-124.381256,142.695526,-244.727798,-51.790672,90.094040,-278.706268,-52.682472,42.656887,-266.943756,28.845490,26.875301,-223.658310,27.152906,71.302139,-195.036133,137.176193,53.167805,-241.715454,134.198517,44.647640,-247.868027,161.998123,29.907436,-227.516464,163.888153,67.057793,-184.132690,259.655579,21.524387,7.371839,-99.918663,314.349640,,,,,,,,,,,,,,,,176.748459,165.756378,42.310894,126.705048,167.443192,20.201292,,,,,,,,,,,,,,,,-177.908829,188.657593,44.667294,-117.116196,179.438644,17.809084
3,0,130.596466,-162.150909,340.499237,137.468552,-222.922226,351.775665,191.568192,-220.550339,324.142578,185.351761,-157.484100,326.395569,248.975998,-163.567551,224.463211,252.688705,-223.720245,198.047958,269.109406,-205.025070,119.907967,267.195374,-148.790054,150.805847,222.539764,-55.977104,79.080429,279.256317,-63.234940,58.026459,261.578217,32.304901,33.736149,208.564682,7.105848,66.238060,195.912964,113.489525,58.338902,245.239456,107.747704,44.341751,243.894943,134.691544,34.958103,216.470383,135.450531,72.117531,195.676025,237.660843,20.101746,-107.806046,-148.058289,356.813843,-126.468811,-201.143646,367.783936,-183.771103,-195.513046,343.126007,-160.969574,-130.005341,335.662201,-234.028854,-126.490715,224.795410,-251.360321,-187.027740,234.504669,-258.166107,-185.878693,154.404297,-254.169189,-124.360054,142.682770,-244.685699,-51.825901,90.080719,-278.705322,-52.689968,42.670792,-266.951935,28.828712,26.886749,-223.655060,27.155291,71.314583,-195.036835,137.176651,53.169846,-241.722000,134.206818,44.664474,-247.824142,161.967194,29.888277,-227.497665,163.898056,67.059517,-184.102386,259.631470,21.515535,7.386620,-99.896606,314.321503,,,,,,,,,,,,,,,,176.751190,165.750687,42.313122,126.716537,167.438553,20.199923,,,,,,,,,,,,,,,,-177.918228,188.658936,44.673882,-117.110748,179.468430,17.813135
4,0,130.620300,-162.128799,340.462769,137.530487,-222.869049,351.793793,191.572800,-220.449036,324.133270,185.356674,-157.457550,326.388000,248.963028,-163.563034,224.466064,252.673355,-223.655029,198.069519,269.131042,-204.995499,119.899788,267.173096,-148.757004,150.832077,222.547821,-55.973312,79.071564,279.251740,-63.197292,58.026432,261.581848,32.308792,33.725281,208.572235,7.101903,66.231224,195.913269,113.497566,58.344666,245.228561,107.742859,44.334488,243.907333,134.738632,34.981323,216.473267,135.449860,72.127899,195.674698,237.604080,20.064329,-107.792686,-148.044815,356.806396,-126.450058,-201.121887,367.783905,-183.751099,-195.480164,343.133148,-160.947937,-129.987503,335.650879,-234.007706,-126.475693,224.775146,-251.341873,-187.014816,234.508301,-258.147430,-185.873138,154.388046,-254.166595,-124.403564,142.657043,-244.668640,-51.815655,90.073174,-278.690613,-52.689819,42.650978,-266.919800,28.858673,26.910320,-223.640625,27.157747,71.304855,-195.021606,137.182877,53.163895,-241.719025,134.199432,44.627998,-247.845367,161.955643,29.885124,-227.502701,163.894409,67.042130,-184.117828,259.624969,21.522512,7.390748,-99.886833,314.289581,,,,,,,,,,,,,,,,176.757217,165.762558,42.318821,126.707718,167.436234,20.209040,,,,,,,,,,,,,,,,-177.900131,188.660980,44.667011,-117.103104,179.445724,17.802948
5,0,130.625305,-162.038269,340.486237,137.508301,-222.788727,351.780060,191.586838,-220.423737,324.112244,185.363876,-157.367218,326.383179,248.968658,-163.481186,224.481567,252.695206,-223.638931,198.072845,269.165710,-204.935913,119.918327,267.238220,-148.752670,150.785553,222.573868,-55.960560,79.074310,279.296173,-63.206642,58.021812,261.596436,32.314716,33.728252,208.584961,7.106945,66.255371,195.907990,113.481819,58.344109,245.244507,107.752434,44.361713,243.900726,134.740540,34.987003,216.505814,135.439682,72.147583,195.692261,237.611328,20.083302,-107.771538,-148.025177,356.804932,-126.462547,-201.066986,367.794800,-183.731995,-195.455811,343.115662,-160.941772,-129.980316,335.642761,-233.986725,-126.460045,224.770813,-251.316254,-186.999054,234.504272,-258.139984,-185.868988,154.393311,-254.156830,-124.381065,142.650330,-244.655090,-51.812977,90.072838,-278.645813,-52.721020,42.646324,-266.932190,28.843475,26.876097,-223.636826,27.145636,71.279320,-195.043060,137.167847,53.171795,-241.710983,134.217377,44.668579,-247.845657,161.976196,29.907236,-227.493301,163.901871,67.061966,-184.103226,259.631927,21.515781,7.386534,-99.829201,314.278290,,,,,,,,,,,,,,,,176.757004,165.771072,42.338470,126.718193,167.448639,20.205992,,,,,,,,,,,,,,,,-177.904984,188.673096,44.670185,-117.127380,179.472305,17.817474
6,0,130.624664,-162.021576,340.455780,137.503342,-222.755646,351.779510,191.594635,-220.324829,324.117767,185.410065,-157.261444,326.408661,248.989578,-163.436264,224.478195,252.734421,-223.586929,198.064346,269.187164,-204.926926,119.916222,267.168182,-148.688828,150.845215,222.577744,-55.960747,79.085182,279.311401,-63.180759,58.039722,261.597229,32.320690,33.749542,208.589645,7.108254,66.258575,195.913055,113.488396,58.349037,245.232620,107.759811,44.352592,243.891495,134.733978,34.986416,216.526718,135.412216,72.159515,195.699783,237.616547,20.086979,-107.752373,-148.010345,356.789001,-126.445396,-201.056030,367.792542,-183.730057,-195.446487,343.127350,-160.937698,-129.967834,335.638885,-233.957458,-126.435921,224.751266,-251.312042,-186.988663,234.499908,-258.144165,-185.847153,154.377121,-254.127686,-124.371994,142.621368,-244.666061,-51.819134,90.077690,-278.629913,-52.719147,42.625729,-266.867920,28.831423,26.874895,-223.631073,27.164946,71.298256,-195.035156,137.167633,53.177288,-241.723694,134.204727,44.671265,-247.840393,161.971283,29.912395,-227.513474,163.889984,67.061485,-184.104187,259.624390,21.516376,7.396053,-99.813148,314.251251,,,,,,,,,,,,,,,,176.765564,165.774979,42.324009,126.718414,167.433289,20.209297,,,,,,,,,,,,,,,,-177.909805,188.670837,44.670975,-117.119011,179.474106,17.808817
7,0,130.631058,-161.929077,340.498230,137.468552,-222.689987,351.771729,191.623810,-220.290695,324.107178,185.420868,-157.231445,326.413239,248.961700,-163.386749,224.464355,252.739960,-223.527634,198.071350,269.206696,-204.885559,119.916786,267.290100,-148.649216,150.771973,222.588699,-55.939701,79.091042,279.344604,-63.208767,58.040955,261.597137,32.340588,33.745419,208.607574,7.097888,66.279251,195.926926,113.496193,58.343014,245.228012,107.757416,44.370762,243.909225,134.739944,34.999027,216.543442,135.407761,72.188004,195.718781,237.628128,20.072706,-107.760849,-148.005493,356.779602,-126.445618,-201.046478,367.784149,-183.716309,-195.431442,343.110077,-160.924026,-129.955627,335.636383,-233.934097,-126.414787,224.781052,-251.301086,-186.970642,234.486923,-258.176270,-185.795990,154.437149,-254.113113,-124.350555,142.658844,-244.658447,-51.814030,90.062218,-278.636261,-52.726871,42.635742,-266.910980,28.844908,26.854965,-223.636398,27.151913,71.261772,-195.024399,137.172226,53.173691,-241.724091,134.199234,44.657757,-247.884064,161.984314,29.921335,-227.517715,163.898544,67.070679,-184.096542,259.629425,21.521126,7.404949,-99.810669,314.209503,,,,,,,,,,,,,,,,176.775604,165.772369,42.346096,126.725403,167.435410,20.206703,,,,,,,,,,,,,,,,-177.899689,188.671478,44.674564,-117.110550,179.482254,17.811579
8,0,130.682785,-161.893173,340.489166,137.490402,-222.658066,351.733948,191.648773,-220.191269,324.120636,185.467300,-157.141739,326.416656,248.989975,-163.355209,224.460464,252.794296,-223.495331,198.070099,269.251038,-204.872253,119.940918,267.239624,-148.584076,150.778992,222.622330,-55.941265,79.110321,279.353485,-63.161133,58.032753,261.614838,32.332584,33.757271,208.621033,7.112481,66.294571,195.939774,113.499763,58.365746,245.248444,107.774055,44.375015,243.898010,134.745468,34.994713,216.555115,135.385361,72.188568,195.702332,237.668884,20.119778,-107.748146,-147.995834,356.777985,-126.416206,-201.036789,367.767853,-183.693970,-195.402649,343.085327,-160.942886,-129.909088,335.642639,-233.951172,-126.358971,224.807327,-251.268387,-186.962540,234.473236,-258.163452,-185.790070,154.438354,-254.088882,-124.330696,142.643234,-244.657471,-51.811394,90.073990,-278.624359,-52.723488,42.621151,-266.896423,28.857653,26.886877,-223.628662,27.150843,71.254990,-195.038391,137.163681,53.183601,-241.721359,134.204651,44.665440,-247.863449,161.965607,29.906607,-227.528061,163.894958,67.070229,-184.125061,259.655701,21.536835,7.401102,-99.803215,314.196899,,,,,,,,,,,,,,,,176.775238,165.783508,42.351158,126.742500,167.449875,20.211662,,,,,,,,,,,,,,,,-177.916870,188.679291,44.680511,-117.107628,179.486435,17.839926
9,0,130.681122,-161.798996,340.505859,137.465744,-222.601913,351.725220,191.681061,-220.161011,324.099335,185.508957,-157.078918,326.436096,248.983002,-163.276886,224.454926,252.783508,-223.429291,198.082947,269.271088,-204.813965,119.948677,267.245880,-148.546112,150.761551,222.645020,-55.934425,79.133171,279.378235,-63.154854,58.044331,261.623535,32.344288,33.764568,208.628189,7.129218,66.338417,195.986725,113.491356,58.349529,245.272842,107.779282,44.379280,243.903519,134.744949,35.007416,216.585175,135.384781,72.206329,195.716217,237.667709,20.112936,-107.771042,-147.944122,356.797882,-126.410454,-201.044357,367.760345,-183.705032,-195.378296,343.097076,-160.935913,-129.887497,335.674622,-233.945816,-126.348320,224.796875,-251.256134,-186.956589,234.462204,-258.168091,-185.776215,154.444809,-254.108459,-124.283981,142.660675,-244.643234,-51.802040,90.067276,-278.619293,-52.704399,42.639534,-266.896973,28.860168,26.882294,-223.609680,27.165075,71.288895,-195.033722,137.169098,53.180019,-241.738022,134.205795,44.669212,-247.846985,161.999893,29.912996,-227.496613,163.924225,67.055664,-184.127090,259.654205,21.538343,7.404135,-99.767349,314.187286,,,,,,,,,,,,,,,,176.806488,165.776703,42.380917,126.754997,167.451523,20.224455,,,,,,,,,,,,,,,,-177.900162,188.686523,44.675186,-117.071693,179.476212,17.832029
